title,imdb_rating,Processed Title,Success_x,n_unique_words_char_1,n_unique_words_char_2,n_unique_words_char_3,n_unique_words_char_4,n_unique_words_char_5,FK_read_level_char_1,FK_read_level_char_2,FK_read_level_char_3,FK_read_level_char_4,FK_read_level_char_5,n_stop_words_char_1,n_stop_words_char_2,n_stop_words_char_3,n_stop_words_char_4,n_stop_words_char_5,overall_polarity_char_1,overall_polarity_char_2,overall_polarity_char_3,overall_polarity_char_4,overall_polarity_char_5,tot_sents,tot_pass_sents,passive_ratio_x,num_pass_sents_char_1,num_pass_sents_char_2,num_pass_sents_char_3,num_pass_sents_char_4,num_pass_sents_char_5,num_sents_char_1,num_sents_char_2,num_sents_char_3,num_sents_char_4,num_sents_char_5,polarity_of_mentions_char_1,polarity_of_mentions_char_2,polarity_of_mentions_char_3,polarity_of_mentions_char_4,polarity_of_mentions_char_5,neg_polarity_of_mentions_char_1,neg_polarity_of_mentions_char_2,neg_polarity_of_mentions_char_3,neg_polarity_of_mentions_char_4,neg_polarity_of_mentions_char_5,pos_polarity_of_mentions_char_1,pos_polarity_of_mentions_char_2,pos_polarity_of_mentions_char_3,pos_polarity_of_mentions_char_4,pos_polarity_of_mentions_char_5,compound_polarity_of_mentions_char_1,compound_polarity_of_mentions_char_2,compound_polarity_of_mentions_char_3,compound_polarity_of_mentions_char_4,compound_polarity_of_mentions_char_5,tot_coref_sents,pct_coref_sents_x,n_coref_sents_char_1,n_coref_sents_char_2,n_coref_sents_char_3,n_coref_sents_char_4,n_coref_sents_char_5,fillers_per_sent_char_1,fillers_per_sent_char_2,fillers_per_sent_char_3,fillers_per_sent_char_4,fillers_per_sent_char_5,feels_per_sent_char_1,feels_per_sent_char_2,feels_per_sent_char_3,feels_per_sent_char_4,feels_per_sent_char_5,hw_per_sent_char_1,hw_per_sent_char_2,hw_per_sent_char_3,hw_per_sent_char_4,hw_per_sent_char_5,tot_feel_sents,tot_fill_sents,tot_hw_sents,feel_ratio,fill_ratio,hw_ratio,main_char_rel_diag_length,stdvs_unique_words_above_mean,FK_read_level_mean_char,stdvs_n_stop_words_above_mean,stdvs_n_curse_words_above_mean,stdvs_n_mentions_others_above_mean,passive_ratio_y,pct_coref_sents_y,tot_unique_per_sent,tot_stop_per_sent,std_of_overall_polarity,wav_polarity,avg_FK,sign_check_char_mention_polairty,std_of_char_mention_polarity,avg_sim_score,Success_y
All About Steve,4.8,All-About-Steve,1,1544,879,497,292,228,3,4,2,3,2,167,144,112,90,69,0.9999,0.9981,-0.9894,0.9676,-0.8701,1535,44,0.028664495114006518,28,11,4,0,1,836,323,226,78,72,"{'neg': 0.084, 'neu': 0.781, 'pos': 0.135, 'compound': 1.0}","{'neg': 0.12, 'neu': 0.736, 'pos': 0.144, 'compound': 0.9999}","{'neg': 0.133, 'neu': 0.755, 'pos': 0.112, 'compound': -0.9993}","{'neg': 0.06, 'neu': 0.835, 'pos': 0.105, 'compound': 0.9909}","{'neg': 0.066, 'neu': 0.889, 'pos': 0.045, 'compound': -0.979}",0.084,0.12,0.133,0.06,0.066,0.135,0.14400000000000002,0.112,0.105,0.045,1.0,0.9999,-0.9993,0.9909,-0.979,220,0.14332247557003258,58,82,50,11,19,40,8,13,5,2,36,5,5,7,2,249,86,33,26,9,55,68,403,0.035830618892508145,0.044299674267100984,0.2625407166123778,56.556946376139706,1.943088344794464,2.8,0.6010531853263713,-0.14301304895748862,1.0160127700235848,0.028664495114006518,0.14332247557003258,2.241042345276873,0.3791530944625407,0.9405900603344692,0.6172794136807818,2.8,0,0.9730049393502584,0.3989271857269297,1
The Boxtrolls,6.8,"Boxtrolls,-The",1,322,369,501,139,120,0,1,2,3,4,110,125,128,49,32,0.9873,0.9986,0.9947,-0.6546,-0.2603,706,17,0.024079320113314446,5,5,5,1,1,252,197,217,23,17,"{'neg': 0.122, 'neu': 0.739, 'pos': 0.139, 'compound': 0.9984}","{'neg': 0.078, 'neu': 0.76, 'pos': 0.162, 'compound': 0.9996}","{'neg': 0.111, 'neu': 0.739, 'pos': 0.15, 'compound': 0.9947}","{'neg': 0.145, 'neu': 0.723, 'pos': 0.132, 'compound': -0.6546}","{'neg': 0.065, 'neu': 0.887, 'pos': 0.048, 'compound': -0.2603}",0.122,0.078,0.111,0.145,0.065,0.139,0.162,0.15,0.132,0.048,0.9984,0.9996,0.9947,-0.6546,-0.2603,31,0.04390934844192634,19,7,1,1,3,33,25,28,0,1,1,3,3,0,0,37,40,41,6,2,7,87,126,0.009915014164305949,0.12322946175637392,0.17847025495750707,28.246802106847248,-1.2876488104557051,2.0,-1.2547443457673233,-0.7320658255708418,-0.4783656798742821,0.024079320113314446,0.04390934844192634,2.055240793201133,0.6288951841359773,0.7216959598057897,0.9091966005665719,2.0,0,0.7236349206609641,0.1790449946004304,1
The Thing,8.1,"Thing,-The",0,601,316,287,257,230,1,1,2,2,2,137,98,90,89,72,-0.9924,-0.9993,-0.9813,0.9179,-0.9838,736,34,0.04619565217391304,14,8,5,2,5,338,135,108,98,57,"{'neg': 0.09, 'neu': 0.837, 'pos': 0.073, 'compound': -0.9995}","{'neg': 0.199, 'neu': 0.731, 'pos': 0.07, 'compound': -0.9998}","{'neg': 0.089, 'neu': 0.862, 'pos': 0.049, 'compound': -0.9975}","{'neg': 0.078, 'neu': 0.828, 'pos': 0.093, 'compound': 0.9179}","{'neg': 0.114, 'neu': 0.834, 'pos': 0.052, 'compound': -0.9956}",0.09,0.199,0.08900000000000001,0.078,0.114,0.073,0.07,0.049,0.093,0.052000000000000005,-0.9995,-0.9998,-0.9975,0.9179,-0.9956,39,0.05298913043478262,25,5,6,1,2,78,36,23,65,8,7,4,2,6,2,72,38,25,37,6,21,210,178,0.02853260869565217,0.2853260869565217,0.2418478260869565,44.58392966673482,-0.8978162728689573,1.6,-0.6899364015214162,-0.07504542088671709,-0.3670821782861431,0.04619565217391304,0.05298913043478262,2.297554347826087,0.6603260869565217,0.7628667181100509,-0.7370101902173912,1.6,0,0.7664014953012553,0.3831990111791524,0
Slumdog Millionaire,8.0,Slumdog-Millionaire,1,616,638,346,204,274,2,3,1,1,3,135,142,105,73,87,0.9993,0.9998,-0.982,0.9635,-0.9867,1142,27,0.02364273204903677,8,13,3,1,2,377,384,210,82,89,"{'neg': 0.072, 'neu': 0.792, 'pos': 0.137, 'compound': 0.9999}","{'neg': 0.062, 'neu': 0.773, 'pos': 0.165, 'compound': 1.0}","{'neg': 0.136, 'neu': 0.757, 'pos': 0.107, 'compound': -0.9957}","{'neg': 0.061, 'neu': 0.811, 'pos': 0.128, 'compound': 0.991}","{'neg': 0.148, 'neu': 0.748, 'pos': 0.104, 'compound': -0.9867}",0.07200000000000001,0.062,0.136,0.061,0.14800000000000002,0.13699999999999998,0.165,0.107,0.128,0.104,0.9999,1.0,-0.9957,0.991,-0.9867,117,0.10245183887915936,42,40,17,17,1,26,31,11,4,3,5,14,3,6,2,51,69,23,10,16,30,75,169,0.02626970227670753,0.06567425569176882,0.14798598949211908,28.02077391852541,-0.2692113060103272,2.0,0.06314085747312652,-0.3695718091933937,0.06215418498239316,0.023642732049036767,0.10245183887915936,1.8196147110332748,0.4746059544658494,0.9661124394189324,0.4777845884413311,2.0,0,0.9740084126946748,0.18965461659993998,1
Argo,7.7,Argo,1,656,450,444,224,264,3,4,4,2,3,132,103,102,71,83,0.3932,-0.8946,-0.963,-0.6148,0.7796,668,36,0.05389221556886229,14,15,5,1,1,279,147,111,65,66,"{'neg': 0.077, 'neu': 0.846, 'pos': 0.077, 'compound': 0.3055}","{'neg': 0.09, 'neu': 0.825, 'pos': 0.086, 'compound': -0.8946}","{'neg': 0.099, 'neu': 0.818, 'pos': 0.083, 'compound': -0.9884}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.052, 'neu': 0.883, 'pos': 0.065, 'compound': 0.7796}",0.077,0.09,0.099,0.0,0.052000000000000005,0.077,0.086,0.083,0.0,0.065,0.3055,-0.8946,-0.9884,0.0,0.7796,23,0.0344311377245509,3,8,9,0,3,2,3,5,1,12,9,4,0,1,3,56,28,38,15,9,17,23,146,0.025449101796407185,0.0344311377245509,0.21856287425149698,38.86549041927528,-0.33418339560811844,3.2,-0.6226973605397607,-0.3695718091933937,-0.5737515383784013,0.05389221556886229,0.0344311377245509,3.0508982035928143,0.7350299401197605,0.7113715721056051,-0.17545628742514974,3.2,0,0.6857144081904651,0.15431261759707288,1
It,7.4,It,1,433,378,247,310,256,1,2,1,1,2,123,96,88,100,85,-0.9964,-0.8690000000000001,-0.8905,-0.9942,-0.9948,751,19,0.02529960053262317,6,8,2,2,1,283,122,128,130,88,"{'neg': 0.123, 'neu': 0.789, 'pos': 0.088, 'compound': -0.9998}","{'neg': 0.136, 'neu': 0.732, 'pos': 0.132, 'compound': -0.9724}","{'neg': 0.127, 'neu': 0.76, 'pos': 0.113, 'compound': -0.9793}","{'neg': 0.163, 'neu': 0.732, 'pos': 0.105, 'compound': -0.9996}","{'neg': 0.169, 'neu': 0.719, 'pos': 0.112, 'compound': -0.9994}",0.123,0.136,0.127,0.163,0.16899999999999998,0.08800000000000001,0.132,0.113,0.105,0.112,-0.9998,-0.9724,-0.9793,-0.9996,-0.9994,72,0.09587217043941412,24,14,13,12,9,8,1,12,3,2,5,8,5,8,4,60,47,31,32,21,30,26,191,0.03994673768308921,0.03462050599201065,0.2543275632490013,33.60890757908822,-1.0066445229452576,1.4,-0.6092495523434296,-0.14301304895748862,-0.4068262859961928,0.02529960053262317,0.09587217043941412,2.1624500665778963,0.6551264980026631,0.05693801542027959,-0.9570860186418108,1.4,-1,0.01183858099604847,0.24414294881881346,1
Fantastic Four,5.7,Fantastic-Four,1,576,401,398,526,422,4,1,1,2,1,134,122,113,124,106,0.9992,0.9967,0.988,0.998,0.9982,1028,34,0.033073929961089495,10,11,5,3,5,217,207,193,237,174,"{'neg': 0.069, 'neu': 0.794, 'pos': 0.137, 'compound': 1.0}","{'neg': 0.074, 'neu': 0.803, 'pos': 0.123, 'compound': 0.9998}","{'neg': 0.118, 'neu': 0.736, 'pos': 0.147, 'compound': 0.9984}","{'neg': 0.081, 'neu': 0.787, 'pos': 0.132, 'compound': 0.9999}","{'neg': 0.085, 'neu': 0.751, 'pos': 0.164, 'compound': 0.9999}",0.069,0.07400000000000001,0.118,0.081,0.085,0.13699999999999998,0.123,0.147,0.132,0.16399999999999998,1.0,0.9998,0.9984,0.9999,0.9999,188,0.1828793774319066,57,62,16,37,16,70,40,26,35,13,10,11,4,10,5,94,71,46,63,46,40,184,320,0.03891050583657588,0.17898832684824906,0.311284046692607,27.75756927356371,0.12874274277614406,1.8,0.8296659246640005,-0.7094099495472512,0.5867764067550486,0.033073929961089495,0.1828793774319066,2.259727626459144,0.5826848249027238,0.004088226999568394,0.9961479571984436,1.8,1,0.0006033241251599561,0.2415579381208505,1
Ninja Assassin,6.4,Ninja-Assassin,1,521,510,255,285,87,2,3,0,2,1,129,127,95,92,35,-0.9895,0.9882,-0.935,-0.9973,-0.9683,728,21,0.02884615384615385,7,5,3,4,2,255,200,124,109,40,"{'neg': 0.114, 'neu': 0.785, 'pos': 0.101, 'compound': -0.999}","{'neg': 0.098, 'neu': 0.775, 'pos': 0.127, 'compound': 0.9882}","{'neg': 0.108, 'neu': 0.803, 'pos': 0.088, 'compound': -0.9861}","{'neg': 0.199, 'neu': 0.673, 'pos': 0.128, 'compound': -0.9973}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.114,0.098,0.108,0.199,0.0,0.101,0.127,0.08800000000000001,0.128,0.0,-0.999,0.9882,-0.9861,-0.9973,0.0,44,0.06043956043956044,11,23,5,5,0,35,7,16,4,1,13,7,1,3,0,75,58,17,20,6,24,63,176,0.03296703296703297,0.08653846153846154,0.24175824175824176,36.591835926673795,-0.951418246787135,1.6,-0.7975188670920652,-0.12035717293389812,-0.7327279692186,0.02884615384615385,0.06043956043956044,2.2774725274725283,0.6565934065934066,0.7845867635895982,-0.4368958791208791,1.6,0,0.7932432176829499,0.23333024173075326,1
Blade: Trinity,5.9,Blade-Trinity,1,590,364,314,299,363,4,3,3,2,6,128,97,96,98,98,-0.9962,-0.9639,0.9114,-0.647,0.9848,524,35,0.06679389312977099,15,7,3,2,8,177,113,78,88,68,"{'neg': 0.126, 'neu': 0.777, 'pos': 0.097, 'compound': -0.9995}","{'neg': 0.101, 'neu': 0.821, 'pos': 0.078, 'compound': -0.9948}","{'neg': 0.086, 'neu': 0.813, 'pos': 0.102, 'compound': 0.9841}","{'neg': 0.124, 'neu': 0.741, 'pos': 0.134, 'compound': -0.8987}","{'neg': 0.093, 'neu': 0.778, 'pos': 0.129, 'compound': 0.9848}",0.126,0.101,0.086,0.124,0.093,0.097,0.078,0.102,0.134,0.129,-0.9995,-0.9948,0.9841,-0.8987,0.9848,56,0.1068702290076336,13,19,14,6,4,0,0,0,0,0,2,3,1,3,6,45,25,15,27,36,15,0,148,0.02862595419847328,0.0,0.2824427480916031,34.16515225388945,-0.5096080375221548,3.6,-0.2730543474351515,-0.21098067702826007,-0.4465703937062424,0.06679389312977099,0.1068702290076336,3.683206106870229,0.9866412213740458,0.89883612388466,-0.3895582061068701,3.6,0,0.9553827157741552,0.248680440208584,1
The Green Mile,8.6,"Green-Mile,-The",1,843,353,409,357,316,2,0,2,1,2,162,107,109,94,98,-0.9669,0.985,-0.9965,-0.9984,-0.9891,1184,38,0.03209459459459458,16,2,7,11,2,592,198,167,127,100,"{'neg': 0.135, 'neu': 0.725, 'pos': 0.139, 'compound': -0.998}","{'neg': 0.131, 'neu': 0.71, 'pos': 0.159, 'compound': 0.9981}","{'neg': 0.117, 'neu': 0.814, 'pos': 0.068, 'compound': -0.9998}","{'neg': 0.161, 'neu': 0.776, 'pos': 0.063, 'compound': -0.9998}","{'neg': 0.149, 'neu': 0.735, 'pos': 0.116, 'compound': -0.9985}",0.135,0.131,0.117,0.161,0.149,0.139,0.159,0.068,0.063,0.116,-0.998,0.9981,-0.9998,-0.9998,-0.9985,89,0.07516891891891891,51,2,17,5,14,63,18,15,7,10,35,5,7,7,2,170,41,47,35,24,56,113,317,0.0472972972972973,0.0954391891891892,0.2677364864864865,52.25374773348315,0.05402483973868416,1.4,0.453127295166729,-0.21098067702826007,0.14164240040249246,0.03209459459459458,0.07516891891891891,1.9239864864864864,0.4814189189189189,0.7891693947436127,-0.6499130912162162,1.4,0,0.7988503163922513,0.26775051277448003,1
No Country for Old Men,8.1,No-Country-for-Old-Men,1,411,502,424,191,213,1,1,2,1,3,101,123,115,68,77,0.9963,0.9764,0.9596,-0.9838,-0.9933,765,20,0.026143790849673203,3,4,6,7,0,215,212,213,80,45,"{'neg': 0.05, 'neu': 0.846, 'pos': 0.104, 'compound': 0.9963}","{'neg': 0.12, 'neu': 0.743, 'pos': 0.137, 'compound': 0.9764}","{'neg': 0.044, 'neu': 0.9, 'pos': 0.057, 'compound': 0.9596}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.05,0.12,0.044,0.0,0.0,0.104,0.13699999999999998,0.057,0.0,0.0,0.9963,0.9764,0.9596,0.0,0.0,5,0.006535947712418301,1,2,2,0,0,12,40,12,5,5,1,11,2,2,3,36,73,41,17,22,19,74,189,0.02483660130718954,0.09673202614379084,0.24705882352941175,23.19980829905348,-0.8166011608717183,1.6,-0.7033842097177474,-0.5961305694292987,-0.7883697200126695,0.026143790849673203,0.006535947712418301,2.275816993464052,0.6326797385620915,0.9632059729881248,0.6564622222222223,1.6,0,0.4789835387568137,0.2120392305662652,1
Sphere,6.1,Sphere,0,738,609,584,547,348,2,2,2,2,2,160,141,136,136,105,-0.9707,-0.9975,-0.9631,0.981,0.9455,1988,46,0.023138832997987926,13,5,13,11,4,637,531,361,300,159,"{'neg': 0.111, 'neu': 0.78, 'pos': 0.109, 'compound': -0.998}","{'neg': 0.117, 'neu': 0.779, 'pos': 0.104, 'compound': -0.9998}","{'neg': 0.099, 'neu': 0.795, 'pos': 0.106, 'compound': -0.9973}","{'neg': 0.081, 'neu': 0.819, 'pos': 0.1, 'compound': 0.9975}","{'neg': 0.082, 'neu': 0.805, 'pos': 0.113, 'compound': 0.992}",0.111,0.117,0.099,0.081,0.08199999999999999,0.109,0.104,0.106,0.1,0.113,-0.998,-0.9998,-0.9973,0.9975,0.992,336,0.16901408450704225,115,119,52,36,14,29,26,22,13,5,32,20,19,9,7,158,114,75,88,58,87,95,493,0.0437625754527163,0.04778672032193159,0.24798792756539234,31.1117578579744,0.9457667694683688,2.0,1.8920427721741595,0.21948096741995946,3.2973245525804358,0.023138832997987926,0.16901408450704225,1.4215291750503019,0.34104627766599604,0.9507084718250912,-0.5286986921529176,2.0,0,0.9764256559513376,0.25100342957178856,0
How to Train Your Dragon 2,7.8,How-to-Train-Your-Dragon-2,1,588,323,331,228,258,1,2,2,1,1,133,99,109,88,95,0.9956,-0.9275,0.9958,0.9381,0.9965,823,23,0.027946537059538274,10,4,4,3,2,395,121,132,90,85,"{'neg': 0.133, 'neu': 0.713, 'pos': 0.154, 'compound': 0.9956}","{'neg': 0.087, 'neu': 0.828, 'pos': 0.085, 'compound': -0.9878}","{'neg': 0.127, 'neu': 0.692, 'pos': 0.181, 'compound': 0.9989}","{'neg': 0.043, 'neu': 0.883, 'pos': 0.074, 'compound': 0.99}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.133,0.087,0.127,0.043,0.0,0.154,0.085,0.181,0.07400000000000001,0.0,0.9956,-0.9878,0.9989,0.99,0.0,37,0.04495747266099635,2,14,13,8,0,50,16,22,7,7,11,3,9,1,4,111,15,25,10,17,28,102,178,0.034021871202916165,0.12393681652490887,0.21628189550425272,46.71033893477642,-0.8377170899910004,1.4,-0.17891969006083366,-0.7320658255708418,0.022410077272343502,0.027946537059538274,0.04495747266099635,2.099635479951397,0.6366950182260024,0.7639288788886044,0.7066969623329282,1.4,0,0.7934112719138796,0.3444824108154805,1
Hudson Hawk,5.8,Hudson-Hawk,0,916,463,428,373,427,3,4,3,4,4,138,115,107,85,91,0.99,0.9947,0.5124,0.9779,0.992,795,31,0.0389937106918239,19,5,5,0,2,356,138,125,85,91,"{'neg': 0.125, 'neu': 0.733, 'pos': 0.142, 'compound': 0.9995}","{'neg': 0.111, 'neu': 0.738, 'pos': 0.151, 'compound': 0.9996}","{'neg': 0.127, 'neu': 0.759, 'pos': 0.114, 'compound': -0.8683}","{'neg': 0.126, 'neu': 0.72, 'pos': 0.154, 'compound': 0.9981}","{'neg': 0.107, 'neu': 0.738, 'pos': 0.155, 'compound': 0.9978}",0.125,0.111,0.127,0.126,0.107,0.142,0.151,0.114,0.154,0.155,0.9995,0.9996,-0.8683,0.9981,0.9978,57,0.07169811320754718,22,5,7,10,13,104,32,24,12,22,16,2,6,1,7,115,43,32,26,20,32,194,236,0.040251572327044016,0.2440251572327044,0.2968553459119497,43.73938158341829,0.5900445789204618,3.6,-0.01754599170486021,-0.007077792815945584,-0.4227239290802126,0.0389937106918239,0.07169811320754718,3.279245283018868,0.6742138364779874,0.1905867046779497,0.9146567295597484,3.6,0,0.7468203494817209,0.2797019401411763,0
The Ides of March,7.1,"Ides-of-March,-The",1,717,290,514,414,253,2,2,3,3,2,140,96,126,118,85,0.9994,-0.9932,0.9962,0.9907,0.9933,923,29,0.0314192849404117,12,0,8,5,4,425,102,173,141,82,"{'neg': 0.087, 'neu': 0.775, 'pos': 0.138, 'compound': 1.0}","{'neg': 0.137, 'neu': 0.774, 'pos': 0.089, 'compound': -0.9932}","{'neg': 0.095, 'neu': 0.779, 'pos': 0.126, 'compound': 0.9998}","{'neg': 0.101, 'neu': 0.779, 'pos': 0.121, 'compound': 0.9989}","{'neg': 0.081, 'neu': 0.76, 'pos': 0.159, 'compound': 0.9992}",0.087,0.13699999999999998,0.095,0.101,0.081,0.138,0.08900000000000001,0.126,0.121,0.159,1.0,-0.9932,0.9998,0.9989,0.9992,74,0.08017334777898158,32,5,14,12,11,173,49,50,43,14,22,1,19,8,1,121,26,53,54,12,51,329,266,0.0552546045503792,0.3564463705308776,0.2881906825568797,43.229635910753096,-0.08891375737645654,2.4,0.3724404459887423,0.8311896200569031,-0.4068262859961928,0.0314192849404117,0.08017334777898158,2.37053087757313,0.6121343445287107,0.795245299011569,0.7767286023835319,2.4,0,0.7970700987993465,0.3121586111708799,1
Defiance,7.2,Defiance,1,914,649,423,438,278,3,2,3,3,3,177,144,115,109,91,-0.9953,-0.9996,-0.8462,0.8169,0.9327,1294,41,0.03168469860896445,27,8,2,1,3,584,331,156,135,88,"{'neg': 0.117, 'neu': 0.777, 'pos': 0.106, 'compound': -0.9997}","{'neg': 0.171, 'neu': 0.727, 'pos': 0.101, 'compound': -1.0}","{'neg': 0.077, 'neu': 0.856, 'pos': 0.067, 'compound': -0.9647}","{'neg': 0.092, 'neu': 0.821, 'pos': 0.087, 'compound': 0.9749}","{'neg': 0.043, 'neu': 0.872, 'pos': 0.085, 'compound': 0.9903}",0.117,0.171,0.077,0.092,0.043,0.106,0.101,0.067,0.087,0.085,-0.9997,-1.0,-0.9647,0.9749,0.9903,188,0.14528593508500773,83,37,35,19,14,43,21,21,25,17,7,5,4,4,4,100,43,34,45,28,24,127,250,0.018547140649149918,0.098145285935085,0.1931993817619784,44.57552187994988,0.7427289894752711,2.8,1.327234827928252,-0.21098067702826007,1.2147333085738332,0.03168469860896445,0.14528593508500773,2.0880989180834617,0.49149922720247297,0.8949700710079639,-0.6582464451313754,2.8,0,0.9655558142334392,0.25784415207953426,1
The Fugitive,7.8,"Fugitive,-The",1,519,540,222,207,148,2,2,3,3,2,121,128,76,59,55,-0.927,-0.9537,0.8473,-0.4888,-0.9833,636,12,0.018867924528301886,4,8,0,0,0,251,236,65,50,34,"{'neg': 0.077, 'neu': 0.847, 'pos': 0.076, 'compound': -0.9927}","{'neg': 0.115, 'neu': 0.777, 'pos': 0.108, 'compound': -0.9959}","{'neg': 0.097, 'neu': 0.783, 'pos': 0.12, 'compound': 0.9739}","{'neg': 0.083, 'neu': 0.824, 'pos': 0.093, 'compound': -0.8316}","{'neg': 0.139, 'neu': 0.823, 'pos': 0.039, 'compound': -0.9833}",0.077,0.115,0.097,0.083,0.139,0.076,0.108,0.12,0.093,0.039,-0.9927,-0.9959,0.9739,-0.8316,-0.9833,82,0.1289308176100629,48,12,8,10,4,28,35,20,5,3,6,2,1,3,0,27,34,21,12,9,12,91,103,0.018867924528301886,0.1430817610062893,0.1619496855345912,37.74919614147909,-0.988777198305865,2.4,-1.321983386748979,-0.6414423214764797,-0.14451517510986506,0.018867924528301886,0.1289308176100629,2.5723270440251573,0.690251572327044,0.6981530290702748,-0.7241319182389937,2.4,0,0.7723809329598965,0.18935709066044132,1
Queen of the Damned,5.3,Queen-of-the-Damned,0,528,479,390,220,239,2,2,3,2,3,138,123,107,83,88,0.9998,0.9996,0.8411,0.9915,0.9975,834,31,0.037170263788968816,8,8,8,4,3,270,260,144,83,77,"{'neg': 0.094, 'neu': 0.687, 'pos': 0.22, 'compound': 0.9999}","{'neg': 0.054, 'neu': 0.794, 'pos': 0.152, 'compound': 1.0}","{'neg': 0.127, 'neu': 0.75, 'pos': 0.123, 'compound': 0.9315}","{'neg': 0.085, 'neu': 0.775, 'pos': 0.141, 'compound': 0.9976}","{'neg': 0.043, 'neu': 0.769, 'pos': 0.188, 'compound': 0.9997}",0.094,0.054000000000000006,0.127,0.085,0.043,0.22,0.152,0.123,0.141,0.188,0.9999,1.0,0.9315,0.9976,0.9997,98,0.11750599520383695,14,49,17,7,11,50,87,29,11,19,6,14,6,3,3,57,87,39,21,19,32,196,223,0.03836930455635491,0.2350119904076739,0.2673860911270983,30.77689243027889,-0.6314307055180133,2.4,0.022797432884133155,-0.7320658255708418,-0.03323167352172601,0.037170263788968816,0.11750599520383695,2.225419664268585,0.6462829736211031,0.062472169803841474,0.9712978417266188,2.4,1,0.027134376720315517,0.2586255653804785,0
Prometheus,7.0,Prometheus,1,452,510,439,316,206,2,3,4,2,3,120,115,105,86,71,-0.999,0.9693,0.9846,-0.9528,0.9725,950,29,0.030526315789473683,6,3,11,4,5,283,264,190,139,74,"{'neg': 0.132, 'neu': 0.808, 'pos': 0.06, 'compound': -0.9999}","{'neg': 0.076, 'neu': 0.825, 'pos': 0.098, 'compound': 0.9957}","{'neg': 0.101, 'neu': 0.76, 'pos': 0.139, 'compound': 0.9982}","{'neg': 0.102, 'neu': 0.808, 'pos': 0.089, 'compound': -0.9958}","{'neg': 0.05, 'neu': 0.85, 'pos': 0.101, 'compound': 0.9725}",0.132,0.076,0.101,0.102,0.05,0.06,0.098,0.139,0.08900000000000001,0.101,-0.9999,0.9957,0.9982,-0.9958,0.9725,54,0.0568421052631579,19,6,16,8,5,17,12,6,6,2,6,5,3,1,3,38,38,28,16,10,18,43,130,0.018947368421052636,0.04526315789473685,0.1368421052631579,26.75397199937077,-0.5209781532017682,2.8,-0.5420105113617739,-0.6640981975000702,-0.5340074306683517,0.030526315789473683,0.0568421052631579,2.0242105263157897,0.5231578947368422,0.9560957805575758,0.10502947368421052,2.8,0,0.9732978919118236,0.223212680797992,1
Smokin' Aces,6.7,Smokin'-Aces,1,439,445,355,607,432,4,3,3,8,5,111,112,98,112,93,-0.9916,-0.9957,-0.9969,-0.9976,-0.974,511,43,0.08414872798434443,11,3,1,20,8,126,121,88,108,68,"{'neg': 0.098, 'neu': 0.824, 'pos': 0.078, 'compound': -0.9978}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.155, 'neu': 0.76, 'pos': 0.085, 'compound': -0.9969}","{'neg': 0.105, 'neu': 0.83, 'pos': 0.065, 'compound': -0.9996}","{'neg': 0.111, 'neu': 0.799, 'pos': 0.09, 'compound': -0.974}",0.098,0.0,0.155,0.105,0.111,0.078,0.0,0.085,0.065,0.09,-0.9978,0.0,-0.9969,-0.9996,-0.974,37,0.07240704500978473,11,0,3,18,5,30,29,31,38,13,3,1,3,1,1,19,50,21,29,25,9,141,144,0.017612524461839533,0.2759295499021526,0.2818003913894325,20.606518528694576,0.05727344421857373,4.6,-0.15202407366817142,0.514007355726636,-0.5737515383784013,0.08414872798434443,0.07240704500978473,4.457925636007828,1.0293542074363993,0.008828272764250071,-0.992409589041096,4.6,0,0.3969407089226299,0.2296048227205086,1
Erin Brockovich,7.3,Erin-Brockovich,1,1098,643,385,297,130,2,2,2,3,7,168,131,118,97,46,-0.9963,-0.8899,0.9518,0.9962,-0.7186,1465,44,0.030034129692832763,27,10,2,5,0,861,337,171,77,19,"{'neg': 0.145, 'neu': 0.705, 'pos': 0.149, 'compound': -0.9997}","{'neg': 0.114, 'neu': 0.769, 'pos': 0.116, 'compound': -0.9583}","{'neg': 0.104, 'neu': 0.768, 'pos': 0.128, 'compound': 0.9957}","{'neg': 0.08, 'neu': 0.759, 'pos': 0.161, 'compound': 0.999}","{'neg': 0.101, 'neu': 0.806, 'pos': 0.093, 'compound': -0.7186}",0.145,0.114,0.104,0.08,0.101,0.149,0.116,0.128,0.161,0.093,-0.9997,-0.9583,0.9957,0.999,-0.7186,213,0.1453924914675768,149,25,23,12,4,38,17,5,1,6,35,19,6,4,0,318,101,71,21,10,64,67,521,0.04368600682593857,0.04573378839590444,0.3556313993174061,58.08872326305581,0.5023322579634436,3.2,0.3052014050070867,1.2616512645051223,1.1988356654898134,0.030034129692832763,0.1453924914675768,1.7426621160409557,0.3822525597269625,0.906971012987736,-0.6361083959044368,3.2,0,0.9306499780261104,0.23300022492133984,1
